Item Title,Publication Title,Book Series Title,Journal Volume,Journal Issue,Item DOI,Authors,Publication Year,URL,Content Type,Abstract,RIS URL,Abstract Fetch Status,HTTP Status
Linguistic profile of LLMs: an overview of linguistic performance and jailbreak vulnerability,Journal of Cultural Cognitive Science,,,,10.1007/s41809-025-00192-8,Esra AbdelzaherEshrag Rafaee,2026,https://link.springer.com/article/10.1007/s41809-025-00192-8,Article,"This study explores the current linguistic debates over the generative performance of large language models (LLMs) from both philosophical and empirical perspectives. We argue that the linguistic profiles cannot be constructed for LLMs without considering their linguistic performance, vulnerabilities to jailbreaks and architectural properties. The present review synthesizes the core debates over the abilities of LLMs, which are frequently described as both “stochastic parrots” from a philosophical perspective and, “human-like” from computational linguistic perspectives. We offer an overview of the explorations of LLMs in linguistic studies and the contradictory results regarding their multilingual outputs. Different cognitive and psycholinguistic assessments of LLMs are also examined from the perspective of language generation and jailbreaking. Connections between the successful natural language generation and failures to withstand simple jailbreak prompts are established with reference to the transformer architecture of LLMs.",https://citation-needed.springer.com/v2/references/10.1007/s41809-025-00192-8?format=refman&flavour=citation,downloaded_abstract_ok,200
PlaqueCap: lesion-centered captioning of atherosclerotic plaques in intravascular ultrasound using vision-language models and prompt injection,npj Digital Medicine,,,,10.1038/s41746-025-02044-9,Guoqiang RenMing HouXiaoping YangYanqi HuangDa LiNing ZhangPengfei LiuHonghua YeZhen ChenHongping Chen,2025,https://link.springer.com/article/10.1038/s41746-025-02044-9,Article,"Accurate characterization of atherosclerotic plaques in intravascular ultrasound (IVUS) imaging is essential for evaluating coronary artery disease and guiding clinical interventions. Traditional methods rely on handcrafted features and rule-based algorithms, which lack adaptability to diverse lesion morphologies and offer limited explainability. To address these challenges, this work introduces PlaqueCap, a lesion-centered captioning framework that generates clinically meaningful, natural language descriptions directly from IVUS images. A central challenge is ensuring the generated text is grounded in the specific pathology of the lesion. PlaqueCap solves this by performing high-fidelity segmentation to localize the plaque, then using a Lesion Prompt Injection (LPI) module to inject spatial information into a pre-trained vision-language model, focusing on pathological characteristics. Experimental results on a curated IVUS dataset show PlaqueCap achieves accurate lesion localization and classification, producing detailed, clinically interpretable descriptions surpassing baselines in quantitative metrics and expert evaluation. This offers a paradigm for explainable AI in intravascular imaging and automated reporting in interventional cardiology.",https://citation-needed.springer.com/v2/references/10.1038/s41746-025-02044-9?format=refman&flavour=citation,downloaded_abstract_ok,200
Jailbreak Attack on&#xa0;a&#xa0;Multi-agent LLM Defense System,Proceedings of Tenth International Congress on Information and Communication Technology,,,,10.1007/978-981-96-6441-2_22,Junichiro AndoSatoshi OkadaTakuho Mitsunaga,2025,https://link.springer.com/chapter/10.1007/978-981-96-6441-2_22,Conference paper,"Large Language Models (LLMs) like ChatGPT and Claude have demonstrated exceptional capabilities in content generation but remain vulnerable to adversarial jailbreak attacks that bypass safety mechanisms to output harmful content. This study introduces a novel jailbreak method targeting Autodefense, a multi-agent defense framework designed to detect and mitigate such attacks. By combining obfuscation techniques with the injection of harmless plaintext, our proposed method achieved a high jailbreak attack success rate (maximum value is 95.3%) across different obfuscation methods, which marks a significant increase compared to the ASR of 7.95% without our proposed method. Our experiments prove the effectiveness of our proposed method to bypass Autodefense system.",https://citation-needed.springer.com/v2/references/10.1007/978-981-96-6441-2_22?format=refman&flavour=citation,downloaded_abstract_ok,200
Jailbreaking LLMs and Its Security Implications,Jailbreaking LLMs,,,,10.1007/979-8-8688-2958-1_1,Priyanka Neelakrishnan,2026,https://link.springer.com/chapter/10.1007/979-8-8688-2958-1_1,Chapter,"Jailbreaking refers to exploiting vulnerabilities to bypass manufacturer-imposed safeguards and access internal components or functions that were never meant to be exposed. Not every jailbreaking attempt is malicious, but any successful bypass weakens the system’s security and undermines the safeguards designed to protect it. Although jailbreaking applies to both hardware and software, it is commonly used in the context of software exploitation and poses a significant risk for LLMs.",https://citation-needed.springer.com/v2/references/10.1007/979-8-8688-2958-1_1?format=refman&flavour=citation,downloaded_abstract_ok,200
Are Large Language Models Really Bias-Free? Jailbreak Prompts for&#xa0;Assessing Adversarial Robustness to&#xa0;Bias Elicitation,Discovery Science,,,,10.1007/978-3-031-78977-9_4,Riccardo CantiniGiada CosenzaAlessio OrsinoDomenico Talia,2025,https://link.springer.com/chapter/10.1007/978-3-031-78977-9_4,Conference paper,"Large Language Models (LLMs) have revolutionized artificial intelligence, demonstrating remarkable computational power and linguistic capabilities. However, these models are inherently prone to various biases stemming from their training data. These include selection, linguistic, and confirmation biases, along with common stereotypes related to gender, ethnicity, sexual orientation, religion, socioeconomic status, disability, and age. This study explores the presence of these biases within the responses given by the most recent LLMs, analyzing the impact on their fairness and reliability. We also investigate how known prompt engineering techniques can be exploited to effectively reveal hidden biases of LLMs, testing their adversarial robustness against jailbreak prompts specially crafted for bias elicitation. Extensive experiments are conducted using the most widespread LLMs at different scales, confirming that LLMs can still be manipulated to produce biased or inappropriate responses, despite their advanced capabilities and sophisticated alignment processes. Our findings underscore the importance of enhancing mitigation techniques to address these safety issues, toward a more sustainable and inclusive artificial intelligence.",https://citation-needed.springer.com/v2/references/10.1007/978-3-031-78977-9_4?format=refman&flavour=citation,downloaded_abstract_ok,200
Cross-layer contagion of prompt injections in multi-agent swarms: a multiplex microscopic markov chain approach,Cybersecurity,,,,10.1186/s42400-026-00628-w,Tran Duc LeTruong Duy DinhThi Le Quyen NguyenCong Danh Nguyen,2026,https://link.springer.com/article/10.1186/s42400-026-00628-w,Article,"Large Language Models (LLMs) are increasingly deployed as interconnected agentic swarms that leverage the Model Context Protocol (MCP) to invoke shared external tools, APIs, and databases. In these settings, conventional security strategies based on agent-to-agent airgapping can be insufficient because agents that never directly communicate may still cross-infect one another through shared infrastructure tools, producing a “Confused Deputy” cascade. This paper develops a formal mathematical framework for modeling this cross-layer contagion in MCP-enabled multi-agent swarms. We construct a coupled multiplex Microscopic Markov Chain Approach (MMCA) that simultaneously tracks the node-level probability flow across two layers: an Agent cognitive layer (governed by Susceptible–Exposed–Infected–Quarantined (SEIQ) dynamics) and a Tool infrastructure layer (governed by Susceptible–Infected–Susceptible (SIS) dynamics). Our contributions are threefold: (i) we formulate a coupled multiplex MMCA with asymmetric SEIQ–SIS dynamics across agent and tool layers; (ii) we derive an analytical characterization of systemic risk, including an epidemic-threshold approximation via Next-Generation Matrix analysis and a closed-form budget-allocation rule under an exponential defense-efficiency model; and (iii) across eight experiment groups on synthetic and empirical agent-layer topologies, we show that shared-tool coupling consistently amplifies contagion and that tool-side controls can dominate agent-side hardening under the modeled regime. For cybersecurity practice, the framework identifies when shared tool infrastructure can transform localized prompt-injection events into system-level risk even under direct agent-to-agent isolation.",https://citation-needed.springer.com/v2/references/10.1186/s42400-026-00628-w?format=refman&flavour=citation,downloaded_abstract_ok,200
Breaking Barriers: Multi-Agent Prompt Fusion for Automated LLM Jailbreaks,Cognitive Computation,,,,10.1007/s12559-026-10552-3,Jiaen HuJuan ZhangZiChen Li,2026,https://link.springer.com/article/10.1007/s12559-026-10552-3,Article,"With the widespread deployment of Large Language Models (LLMs) across various natural language processing tasks, their potential security vulnerabilities have become increasingly prominent, emerging as a crucial issue in AI safety research. Although various jailbreak attack methods have been proposed to expose risks related to generation control and content safety, current studies mostly focus on isolated attack strategies, lacking multi-agent coordination mechanisms and thus failing to comprehensively probe the behavioral boundaries of models. To systematically explore the multidimensional risks of LLMs under jailbreak defense scenarios, this paper proposes a collaborative attack framework based on energy function modeling and multiagent game mechanisms. The framework treats suffix generation, input reconstruction, and context reshaping attacks as three independent agents, each capturing target constraints from distinct attack perspectives. To facilitate effective collaboration among these strategies, a game-theoretic dynamic optimization process is used, enabling agents to evolve jointly and adaptively adjust their respective contributions based on performance feedback. To enhance the linguistic naturalness and attack potency of the generated texts, we introduce a semantic fusion module assisted by a language model, optimizing semantic coherence and expression fluency while preserving adversarial goals. Furthermore, a multidimensional reward function system based on attack success rate (ASR), language perplexity (PPL), and semantic similarity is designed to continuously optimize the fusion strategies within a reinforcement learning framework. Experimental results demonstrate that our method significantly improves attack success rates and text naturalness over multiple attack rounds, producing adversarial samples with stronger stealth and usability. Our findings effectively reveal the current blind spots in LLM defenses under multi-dimensional inputs, advancing research in LLM security and adversarial defense.",https://citation-needed.springer.com/v2/references/10.1007/s12559-026-10552-3?format=refman&flavour=citation,downloaded_abstract_ok,200
HBS-KGLLM: A General Framework for&#xa0;Generating Knowledge Graphs for&#xa0;Jailbreaking,Database Systems for Advanced Applications,,,,10.1007/978-981-95-3906-2_31,Xinzhe ZhaoBohan LiJunnan ZhuoWenlong WuRuilong HuangYuanrui LiuHaofen WangHua DaiQuoc Viet Hung Nguyen,2026,https://link.springer.com/chapter/10.1007/978-981-95-3906-2_31,Conference paper,"Although large language models(LLMs) have been applied across various fields and achieved remarkable success, concerns have also been raised regarding the potential for generating harmful content. Jailbreak, an emerging research direction, aims to bypass the safety mechanisms of LLMs and induce undesired responses. Research on jailbreak attack methods can reveal potential safety risks in LLMs and better guide researchers in developing corresponding defense strategies. However, many existing attack methods either require access to the internal structure of the target model, or incur high costs due to the need to design complex nested scenarios. We propose a general and efficient jailbreak framework for LLMs that integrates knowledge graph(KG), called HBS-KGLLM, which consists of three main components: (1) Harmful Behavior Substitution, (2) KG template nesting, and (3) KG-to-text conversion. We evaluated HBS-KGLLM on five SOTA LLMs, including both open-source and closed-source models. Extensive experiments demonstrate that HBS-KGLLM significantly improves the attack success rate compared to existing baselines, while also greatly reducing both time and financial costs. Using GPT-4 as an example, our method improves the ASR by nearly 25% compared to the current SOTA method, while reducing the time for a successful single-sample attack by nearly 55%.",https://citation-needed.springer.com/v2/references/10.1007/978-981-95-3906-2_31?format=refman&flavour=citation,downloaded_abstract_ok,200
Jailbreaking LLMs,,,,,10.1007/979-8-8688-2958-1,Priyanka Neelakrishnan,2026,https://link.springer.com/book/10.1007/979-8-8688-2958-1,Book,,https://citation-needed.springer.com/v2/references/10.1007/979-8-8688-2958-1?format=refman&flavour=citation,http_error_503,503
Semantic Steer Chain: Efficient and&#xa0;Precise Black-Box Jailbreaking Through Adaptive Approximation,Advances in Knowledge Discovery and Data Mining,,,,10.1007/978-981-92-1462-4_12,Jiesen LongYisheng ZhengJiayun WuGuojiao Zhao,2026,https://link.springer.com/chapter/10.1007/978-981-92-1462-4_12,Conference paper,"Large Language Models (LLMs) remain vulnerable to jailbreak attacks that bypass safety alignments to elicit harmful responses. While existing methods exploit these vulnerabilities, they suffer from high query costs, dependence on model internals, need for model-specific adaptation, and generation of off-target outputs due to inadequate evaluation. To address these limitations, we propose the Semantic Steer Chain (SSC), a black-box jailbreaking framework that achieves efficient and goal-consistent attacks through progressive semantic approximation. SSC integrates (i) academic obfuscation to reformulate harmful objectives within a research framework, (ii) single-call generation of a semantic progression chain, (iii) context-preserving backtracking for adaptive refusal recovery, and (iv) dual-validation judging against strict harmfulness and relevance criteria. Extensive experiments demonstrate that SSC achieves an average attack success rate (ASR) of 85.7% across 18 safety-aligned LLMs, including GPT-4.1 and Gemini-2.5-Pro, outperforming adaptive attacks by over 20% under the rigorous evaluation protocol, while reducing query costs by orders of magnitude compared to gradient-based approaches. Requiring only API access, SSC provides an efficient, reliable, and scalable solution for red-teaming modern LLMs.",https://citation-needed.springer.com/v2/references/10.1007/978-981-92-1462-4_12?format=refman&flavour=citation,downloaded_abstract_ok,200
IntentObfuscator: A Jailbreaking Method via&#xa0;Confusing LLM with&#xa0;Prompts,Computer Security – ESORICS 2024,,,,10.1007/978-3-031-70903-6_8,Shang ShangZhongjiang YaoYepeng YaoLiya SuZijing FanXiaodan ZhangZhengwei Jiang,2024,https://link.springer.com/chapter/10.1007/978-3-031-70903-6_8,Conference paper,"In the era of Large Language Models (LLMs), developers establish content review conditions to comply with legal, policy, and societal requirements, aiming to prevent the generation of sensitive or restricted content due to considerations like social security, privacy, and criminal justice. However, persistent attempts by attackers and security researchers to bypass content security measures have led to the emergence of various jailbreak technologies, including role-playing, adversarial suffixes, encryption, and more.",https://citation-needed.springer.com/v2/references/10.1007/978-3-031-70903-6_8?format=refman&flavour=citation,downloaded_abstract_ok,200
Mass-Scale Analysis of&#xa0;In-the-Wild Conversations Reveals Complexity Bounds on&#xa0;LLM Jailbreaking,Artificial Intelligence XLII,,,,10.1007/978-3-032-11402-0_5,Aldan CreoRaul Castro FernandezManuel Cebrian,2026,https://link.springer.com/chapter/10.1007/978-3-032-11402-0_5,Conference paper,"As large language models become increasingly deployed, understanding the complexity and evolution of jailbreaking strategies is critical for AI safety.",https://citation-needed.springer.com/v2/references/10.1007/978-3-032-11402-0_5?format=refman&flavour=citation,downloaded_abstract_ok,200
Watch Your Words: Successfully Jailbreak LLM by&#xa0;Mitigating the&#xa0;“Prompt Malice”,Web and Big Data,,,,10.1007/978-981-97-7232-2_20,Xiaowei XuYixiao XuXiong ChenPeng ChenMohan LiYanbin Sun,2024,https://link.springer.com/chapter/10.1007/978-981-97-7232-2_20,Conference paper,"Large Language Models (LLMs) have shown outstanding generative and contextual understanding capabilities, and have been widely used and deployed in various applications. Alignment can significantly enhance the security of LLM. However, even aligned LLMs are still vulnerable to persistent jailbreak attacks. In this paper, we propose a novel jailbreak attack against LLMs. We observe that kind words have an inducing effect, which can be leveraged to increase the attack success rate of jailbreaks. Based on the above observations, we combine multiple strategies to propose a jailbreak attack based on textual malice mitigation. Experiments on various LLMs demonstrate that a high success rate of the attack can be achieved across different models. Additionally, we conduct zero-shot and few-shot experiments on the jailbreak results, which show that although aligned LLMs can distinguish malicious outputs, they may still be misled by carefully constructed prompts. This conclusion also provides a new perspective for understanding the security mechanisms of LLMs.",https://citation-needed.springer.com/v2/references/10.1007/978-981-97-7232-2_20?format=refman&flavour=citation,downloaded_abstract_ok,200
Reasoning-targeted Jailbreak Attacks on Large Reasoning Models via Semantic Triggers and Psychological Framing,Machine Intelligence Research,,,,10.1007/s11633-025-1602-0,Zehao WangLanjun Wang,2026,https://link.springer.com/article/10.1007/s11633-025-1602-0,Article,"Large reasoning models (LRMs) have demonstrated strong capabilities in generating step-by-step reasoning chains alongside final answers, enabling their deployment in high-stakes domains such as healthcare and education. While prior jailbreak attack studies have focused on the safety of final answers, little attention has been given to the safety of the reasoning process. In this work, we identify a novel problem that injects harmful content into the reasoning steps while preserving unchanged answers. This type of attack presents two key challenges: 1) Manipulating the input instructions may inadvertently alter the LRM’s final answer, and 2) the diversity of input questions makes it difficult to consistently bypass the LRM’s safety alignment mechanisms and embed harmful content into its reasoning process. To address these challenges, we propose the psychology-based reasoning-targeted jailbreak attack (PRJA) framework, which integrates a semantic-based trigger selection module and a psychology-based instruction generation module. Specifically, the proposed PRJA automatically selects manipulative reasoning triggers via semantic analysis and leverages psychological theories of obedience to authority and moral disengagement to generate adaptive instructions for enhancing the LRM’s compliance with harmful content generation. Extensive experiments on five question-answering datasets demonstrate that PRJA achieves an average attack success rate of 83.6% against several commercial LRMs, including DeepSeek R1, Qwen2.5-Max, and OpenAI o4-mini.",https://citation-needed.springer.com/v2/references/10.1007/s11633-025-1602-0?format=refman&flavour=citation,downloaded_abstract_ok,200
Countering Jailbreak Attacks with&#xa0;Two-Axis Pre-detection and&#xa0;Conditional Warning Wrappers,Computer Security – ESORICS 2025,,,,10.1007/978-3-032-07884-1_13,Hyunsik NaHajun KimDooshik YoonDaeseon Choi,2026,https://link.springer.com/chapter/10.1007/978-3-032-07884-1_13,Conference paper,"Ensuring the security and ethical alignment of large language models (LLMs) is critical as adversarial attacks, such as prompt injections and jailbreak exploits, continue to evolve. Pre-detection mechanisms have emerged as a promising defense, filtering adversarial prompts before they reach the LLM. However, existing pre-detectors exhibit limitations in distinguishing genuinely harmful queries from legitimate prompts that resemble adversarial inputs, leading to high false positive rates (FPR). To address this, we propose a Two-Axis Pre-Detector (TAPD) that independently classifies harmfulness and jailbreakness, enhancing detection granularity. Furthermore, we introduce a conditional Warning Wrapper mechanism (CWW), a conditional self-reminder that mitigates false positives while maintaining LLM alignment. Our empirical evaluation demonstrates that TAPD significantly reduces FPR while preserving robust security measures, improving both pre-detection reliability and usability in real-world AI applications.",https://citation-needed.springer.com/v2/references/10.1007/978-3-032-07884-1_13?format=refman&flavour=citation,downloaded_abstract_ok,200
Jailbreaking LLMs Through Tense Manipulation in&#xa0;Multi-turn Dialogues,Advances in Computational Intelligence Systems,,,,10.1007/978-3-032-07938-1_24,Michael TchuindjangNathan DuranPhil LeggFaiza Medjek,2026,https://link.springer.com/chapter/10.1007/978-3-032-07938-1_24,Conference paper,"Large Language Models (LLMs) have demonstrated great potential across many domains, however their susceptibility to jailbreak attacks presents opportunities for malicious actors. These attacks manipulate LLMs to divulge sensitive information or generate harmful content, that could further be utilised in nefarious ways, including as part of cyber-enabled crime, hence presenting a crucial cyber security challenge for the safe and secure interaction of AI-enabled systems. Previous studies highlight the security challenges posed by multi-turn interactions, in which attackers strategically conceal their malicious intent through extended conversations. However, the influence of tense variations on the efficacy of such attacks has received limited attention. This study addresses this gap by systematically examining the role of tense manipulation in multi-turn jailbreak attacks on LLMs. We introduce a novel multi-turn jailbreak attack that specifically exploits past tense reformulation, along with a multi-turn dialogue dataset designed for cyber-related attacks. Experiments conducted on both open-source LLMs (Llama 2-7B, Qwen 2-7B) and closed-source LLMs (GPT-4o-mini, Gemini 2-flash) demonstrate that past tense reformulation significantly enhances attack performance, yielding an average increase of 25.30% with larger effect on closed-source models. These findings highlight the urgent need to strengthen LLM defence strategies against tense variations in multi-turn dialogues. The dataset and jailbreak artefacts are available at: https://github.com/Micdejc/llm_multiturn_attacks.",https://citation-needed.springer.com/v2/references/10.1007/978-3-032-07938-1_24?format=refman&flavour=citation,downloaded_abstract_ok,200
Jailbreaks und Grenzen,Basiswissen Künstliche Intelligenz,,,,10.1007/978-3-662-73446-9_8,Michael H. Überschär,2026,https://link.springer.com/chapter/10.1007/978-3-662-73446-9_8,Chapter,"Ausblick Jedes KI-System lebt in einem unsichtbaren Käfig aus Regeln und strukturellen Beschränkungen – doch wo Mauern stehen, finden sich auch Risse. Wir untersuchen die natürlichen Schwächen dieser Systeme, die Methoden, mit denen Menschen diese ausnutzen, und das technologische Wettrüsten zwischen Angreifern und Verteidigern. Dabei entlarvt sich die Illusion absoluter Sicherheit und offenbart die fundamentalen Dilemmata, die jeder Versuch der KI-Kontrolle mit sich bringt.",https://citation-needed.springer.com/v2/references/10.1007/978-3-662-73446-9_8?format=refman&flavour=citation,downloaded_abstract_ok,200
RefusalGuard-M: a scalable human–machine framework for multi-turn LLM jailbreak evaluation via semantic refusal manifold modeling,Cybersecurity,,,,10.1186/s42400-026-00633-z,Michael TchuindjangNathan DuranPhil LeggFaiza Medjek,2026,https://link.springer.com/article/10.1186/s42400-026-00633-z,Article,"Existing multi-turn jailbreak evaluation methods increasingly rely on large language models (LLMs) as automated judges to reduce the cost and scalability limitations of human assessment. However, recent studies show that LLM-based evaluators can diverge from human judgments under adversarial strategies involving subtle linguistic and semantic variations, raising reliability concerns in safety-critical domains such as cybersecurity. To address this challenge, we propose Refusal Manifold Guard (RefusalGuard-M), an open-source semantic evaluation framework that constructs a semantic refusal manifold from human-validated refusal responses for assessing LLM jailbreak interactions, including multi-turn scenarios. RefusalGuard-M uses embedding-based geometric representations to measure deviations from refusal behavior, providing a lightweight, interpretable, and reproducible alternative to LLM-based judging. We evaluate the framework across AdvBench, HarmBench, and CyMulTenSet, covering diverse jailbreak strategies, linguistic transformations, and multi-turn scenarios. Results show that RefusalGuard-M achieves strong agreement with human annotations and comparable recall performance to GPT-based evaluators while adopting a conservative evaluation strategy that prioritizes the detection of harmful outputs. On CyMulTenSet, which evaluates past-tense reformulated multi-turn jailbreaks, RefusalGuard-M achieves up to 0.87 recall, compared with 0.86 for GPT-5 and 0.81 for GPT-4, and reduces inference overhead by up to 3.7$$\times$$relative to embedding-based baselines. These findings demonstrate that semantic refusal representations provide an efficient and scalable approach for jailbreak evaluation, particularly in cybersecurity settings where minimizing missed harmful outputs is critical.",https://citation-needed.springer.com/v2/references/10.1186/s42400-026-00633-z?format=refman&flavour=citation,downloaded_abstract_ok,200
Dynamic Adversarial Training for Jailbreak Robustness: A Security Enhancement Scheme for LLMs,Advanced Intelligent Computing Technology and Applications,,,,10.1007/978-981-96-9994-0_43,Mengxin MaQi ChuHaojie YuanTao GongNenghai Yu,2025,https://link.springer.com/chapter/10.1007/978-981-96-9994-0_43,Conference paper,"Recent security incidents involving large language models (LLMs) have raised significant concerns. In particular, jailbreak attacks attempt to bypass the safe-ty constraints of aligned LLMs, resulting in harmful or malicious outputs that violate the design principles and security protocols of these models, thereby posing serious risks to their practical applications. To address this issue, this paper proposes a security enhancement approach for improving the robustness of LLMs against jailbreak attacks. The proposed approach leverages a dynamic adversarial training optimization strategy to generate safe system prompts and integrate them into LLMs. A dynamic adversarial game framework is employed, where the interaction between the attacker and defender is simulated during training. This encourages the model to adaptively learn the characteristics of jailbreak attacks, thereby improving its defense capabilities. The training process employs a gradient-based greedy search method to optimize word embeddings, ensuring that the generated safe prompts are effective against attacks. Experimental results demonstrate that the proposed scheme achieves superior defense performance on mainstream open-source models, showing strong generalization capabilities even against previously unseen attack methods.",https://citation-needed.springer.com/v2/references/10.1007/978-981-96-9994-0_43?format=refman&flavour=citation,downloaded_abstract_ok,200
"Review of&#xa0;LLM Jailbreaks: White-Box and&#xa0;Black-Box Perspectives on&#xa0;Attacks, Defenses, and&#xa0;Critical Metrics",Evaluation Science and Engineering,,,,10.1007/978-981-95-9694-2_8,Shuyuan LiuJiawei ChenZhaoxia Yin,2026,https://link.springer.com/chapter/10.1007/978-981-95-9694-2_8,Conference paper,"With the rapid advancement of technology, large language models (LLMs) have become key content generators that shape social discourse and exert far-reaching influence. However, the ability of these models to produce potentially harmful or inappropriate content poses a significant threat to the health and harmony of the online environment. In response, researchers have actively worked to guide models in generating content that aligns with universally accepted societal values, aiming to curb the spread of malicious information. Despite these efforts, the issue of “jailbreak” attacks remains a critical challenge. This not only tests the technological boundaries of LLMs but also raises significant concerns regarding the ethical application and social responsibility of such models. This paper explores the diversity of jailbreak attacks and the complexity of defense algorithms from both white-box and black-box perspectives. Additionally, key evaluation metrics such as attack success rate, robustness, efficiency, and portability are discussed to provide a comprehensive framework for assessing the effectiveness of offensive and defensive strategies. In conclusion, this paper offers a holistic view of LLM jailbreak attacks and defenses, underscoring the importance of vigilance and proactive exploration of effective defense strategies as LLMs continue to be widely deployed.",https://citation-needed.springer.com/v2/references/10.1007/978-981-95-9694-2_8?format=refman&flavour=citation,downloaded_abstract_ok,200
Thoughts Behind Attack: Enhancing Security Against Jailbreak Attacks Using Chain-of-Thought,Natural Language Processing and Chinese Computing,,,,10.1007/978-981-95-3352-7_16,Zhe TaoBing XuMuyun YangHongjiao GuanWenpeng LuHailong CaoConghui ZhuTiejun Zhao,2026,https://link.springer.com/chapter/10.1007/978-981-95-3352-7_16,Conference paper,"With the rapid development and widespread adoption of large language models (LLMs), the safety of LLMs has become a major concern. The inexplicability and unsafe outputs of LLMs pose significant obstacles to achieving artificial general intelligence (AGI). To enhance the safety of LLMs, researchers have developed various jailbreak attack methods and defense methods. In this paper, we propose SafeCoT, a novel defense method leveraging Chain-of-Thought (CoT) without any optimization or training. We believe that certain jailbreak attacks share a common logic, and based on this insight, we present SafeCoT. Specifically, to help LLMs understand the thoughts behind jailbreak attacks, we propose a jailbreak attack taxonomy and a corresponding jailbreak prompts dataset, JATD. Subsequently, we introduce SafeCoT, which consists of two parts: System Prompt and Safe Suffix. For different scenarios, we develop two forms of Safe Suffix, Manual-CoT and Zero-Shot-CoT. Through extensive experiments on 10 jailbreak attacks and 3 different LLMs, the results demonstrate that SafeCoT significantly reduces the attack success rate while maintaining good general performance. We hope our work can provide new perspectives and insights into LLM safety, and encourage further research to explore the underlying logic and mechanisms of jailbreak attacks.",https://citation-needed.springer.com/v2/references/10.1007/978-981-95-3352-7_16?format=refman&flavour=citation,downloaded_abstract_ok,200
MnMR-GenA: a morphological recombination genetic algorithm for jailbreak attacks in low-resource language,Scientific Reports,,,,10.1038/s41598-026-47434-5,Yan LiGang WangHao Wang,2026,https://link.springer.com/article/10.1038/s41598-026-47434-5,Article,"With the widespread application of large language models (LLMs) across diverse scenarios, jailbreak attacks, in which carefully crafted prompts bypass built-in safety mechanisms, have become a significant security concern, particularly in low-resource language settings. Low-resource languages refer to those with limited training corpora and scarce annotated data, and due to their relatively low proportion in mainstream pretraining datasets, they tend to exhibit higher jailbreak success rates. Existing methods largely rely on directly translating prompts from high-resource languages into target low-resource languages, which leads to limited scalability and poor prompt concealment. In addition, evolutionary attack methods often suffer from single-level search and insufficient diversity. To address these issues, this paper proposes MNMR-GenA, a genetic algorithm-based jailbreak framework for low-resource languages. Building upon traditional genetic algorithms, the proposed method designs mutation strategies by leveraging the structural characteristics of agglutinative languages, and employs multi-granularity collaborative optimization at the word, sentence, and paragraph levels to alleviate the local optimum problem. Meanwhile, role-playing and scenario-nesting mechanisms are introduced to enhance prompt concealment. Compared with direct translation methods, the proposed approach improves the diversity and concealment of jailbreak prompts. Experimental results on multiple mainstream LLMs show that the proposed method achieves an average jailbreak success rate of approximately 80% while maintaining model query costs, and maintains high attack success rates under two mainstream defense mechanisms, PPL and SmoothLLM, indicating stable attack performance under defensive interventions.",https://citation-needed.springer.com/v2/references/10.1038/s41598-026-47434-5?format=refman&flavour=citation,downloaded_abstract_ok,200
Chinese semantic obfuscation blackbox jailbreak for domestic large models,Cybersecurity,,,,10.1186/s42400-025-00491-1,Xinxin YueZhiyong ZhangJunchang JingWeiguo WangSimin TangMengdan Xue,2026,https://link.springer.com/article/10.1186/s42400-025-00491-1,Article,"Jailbreak attacks represent a significant security threat to large language models (LLMs). Current research on jailbreak vulnerability mining primarily focuses on foreign LLMs operating within an English language environment. Studies indicate that the language context can influence the effectiveness of jailbreak attacks. Consequently, as domestic LLMs continue to develop, it is essential to investigate their jailbreak vulnerabilities within a Chinese language environment. In this paper, we propose a Chinese semantic obfuscation jailbreak attack algorithm to address the issue of jailbreak vulnerabilities in Chinese. First, we implement advanced black-box jailbreak techniques tailored to a Chinese language context to conduct stress tests on domestic large models, analyzing the effectiveness of these sophisticated attacks. Subsequently, we design and implement a Chinese semantic obfuscation jailbreak attack, building upon existing black-box jailbreak methods and adapting them to the unique characteristics of the Chinese language. Experimental results demonstrate that the proposed jailbreak attack achieves superior effectiveness. Compared to existing black-box jailbreak methods, the Chinese semantic obfuscation jailbreak attack shows enhanced performance and readability on LLMs such as Baichuan, ERNIE, GLM, Qwen, Spark, and Yi. Specifically, when compared to the DeepInception jailbreak, the attack’s effectiveness increased by 103%, 150%, and 310% for the Baichuan, Spark, and Yi models, respectively. Additionally, in comparison to the AIM jailbreak, effectiveness improved by 78% and 142% for the ERNIE and Qwen models, respectively. This study explores jailbreak vulnerabilities specific to the Chinese language, highlighting the security risks faced by domestic LLMs operating within a Chinese linguistic context. Content Warning: This paper includes examples of harmful and offensive language.",https://citation-needed.springer.com/v2/references/10.1186/s42400-025-00491-1?format=refman&flavour=citation,downloaded_abstract_ok,200
