Item Title,Publication Title,Book Series Title,Journal Volume,Journal Issue,Item DOI,Authors,Publication Year,URL,Content Type
Systematic Integration of&#xa0;Digital Twins and&#xa0;Constrained LLMs for&#xa0;Interpretable Cyber-Physical Anomaly Detection,ICT Systems Security and Privacy Protection,,,,10.1007/978-3-032-27993-4_14,Konstantinos E. KampourakisVasileios GkioulosSokratis Katsikas,2026,https://link.springer.com/chapter/10.1007/978-3-032-27993-4_14,Conference paper
Security risk management in the digital enterprise: enhancing cyber defense with large language models,Journal of Big Data,,,,10.1186/s40537-026-01420-w,Shaymaa SorourShorouk El-DeepAbdulrahman AlojailSamir A. E. Kahouf,2026,https://link.springer.com/article/10.1186/s40537-026-01420-w,Article
Toward Truly Intelligent Autonomous Systems: A Taxonomy of&#xa0;LLM Integration for&#xa0;Everyday Automation,"Robotics, Computer Vision and Intelligent Systems",,,,10.1007/978-3-032-00986-9_6,Magnus JungThorsten HempelBasheer Al-TawilQiaoyue YangSven WachsmuthAyoub Al-Hamadi,2026,https://link.springer.com/chapter/10.1007/978-3-032-00986-9_6,Conference paper
LLM-based agentic systems in medicine and healthcare,Nature Machine Intelligence,,,,10.1038/s42256-024-00944-1,Jianing QiuKyle LamGuohao LiAmish AcharyaTien Yin WongAra DarziWu YuanEric J. Topol,2024,https://link.springer.com/article/10.1038/s42256-024-00944-1,Article
Resource-Efficient Conversational AI: A Client-Server Architecture for&#xa0;Session Management,Advances in Natural Language Processing and Information Retrieval,,,,10.1007/978-3-032-20897-2_55,Chirag Bhawnani,2026,https://link.springer.com/chapter/10.1007/978-3-032-20897-2_55,Conference paper
Training LLM with Human Feedback,Handbook of Human-Centered Artificial Intelligence,,,,10.1007/978-981-95-3658-0_53,Hirad RezaeiAmin BeheshtiFethi Rabhi,2026,https://link.springer.com/rwe/10.1007/978-981-95-3658-0_53,Reference work entry
Responsible AI and Safety,Mastering Large Language Models,,,,10.1007/979-8-8688-2733-4_13,Ajay RawatVardan Pathak,2026,https://link.springer.com/chapter/10.1007/979-8-8688-2733-4_13,Chapter
Guardrails for LLMs: A Comprehensive Review and Case Study on Bias Mitigation for Responsible AI,Knowledge Management and Acquisition for Intelligent Systems,,,,10.1007/978-981-95-4575-9_12,Jake ParkMahsa Mohaghegh,2025,https://link.springer.com/chapter/10.1007/978-981-95-4575-9_12,Conference paper
Sentinel Polity: LLM-Grounded Policy-as-Code for&#xa0;IaC Hardening in&#xa0;Hyperscale Clouds,Data Science and Security,,,,10.1007/978-3-032-24360-7_30,Fahad Amin,2026,https://link.springer.com/chapter/10.1007/978-3-032-24360-7_30,Conference paper
Building Custom AI Applications Using SAP Business AI Foundation,Building an Intelligent Enterprise with SAP Business AI,,,,10.1007/979-8-8688-1980-3_6,Avijit Dhar,2026,https://link.springer.com/chapter/10.1007/979-8-8688-1980-3_6,Chapter
Training LLM with Human Feedback,Handbook of Human-Centered Artificial Intelligence,,,,10.1007/978-981-97-8440-0_53-1,Hirad RezaeiAmin BeheshtiFethi Rabhi,2026,https://link.springer.com/rwe/10.1007/978-981-97-8440-0_53-1,Living reference work entry
Architectural Deep Dive into Large Language Models,"Generative AI and Large Language Models: Opportunities, Challenges, and Applications",,,,10.1007/978-3-031-90573-5_3,Alaa GhabiHabib Hamam,2025,https://link.springer.com/chapter/10.1007/978-3-031-90573-5_3,Chapter
Safe integration of Large Language Models into industrial process control: a multi-agent architecture with P&amp;ID-grounded validation,Autonomous Intelligent Systems,,,,10.1007/s43684-026-00136-1,Daniel Schall,2026,https://link.springer.com/article/10.1007/s43684-026-00136-1,Article
A red teaming framework for large language models: a case study on faithfulness evaluation,Software Quality Journal,,,,10.1007/s11219-026-09779-y,Abrar AlotaibiRaed MughusMoataz Ahmed,2026,https://link.springer.com/article/10.1007/s11219-026-09779-y,Article
Hybrid Intelligent Systems: Revisiting Ethical AI Architecture in the Modern Era,AI and Ethics Handbook,,,,10.1007/978-3-032-12201-8_14,Larry MedskerSumit Virmani,2027,https://link.springer.com/rwe/10.1007/978-3-032-12201-8_14,Reference work entry
"A systematic review of generative AI: importance of industry and startup-centered perspectives, agentic AI, ethical considerations &amp; challenges, and future directions",Artificial Intelligence Review,,,,10.1007/s10462-025-11435-z,Kinjal PatelMilind ShahKarishma M. QureshiMohamed Rafik N. Qureshi,2025,https://link.springer.com/article/10.1007/s10462-025-11435-z,Article
LLMs and the Future of Cybersecurity,Jailbreaking LLMs,,,,10.1007/979-8-8688-2958-1_10,Priyanka Neelakrishnan,2026,https://link.springer.com/chapter/10.1007/979-8-8688-2958-1_10,Chapter
Zero Data Retention in LLM-Based Enterprise Assistants: A Comparative Study of Market Leading Agentic AI Product,Next-Generation Networks and Deployable Artificial Intelligence,,,,10.1007/978-3-032-15395-1_17,Aditya ShrivastavaKomal Gupta,2026,https://link.springer.com/chapter/10.1007/978-3-032-15395-1_17,Conference paper
Compliance-First RAG with&#xa0;Inference Isolation: Embedding Choice and&#xa0;Prompt-Injection Robustness in&#xa0;a&#xa0;Polish Enterprise Corpus,"Dependable Computer Systems: Methods, Models, and Applications",,,,10.1007/978-3-032-27927-9_23,Miłosz Kucharski,2026,https://link.springer.com/chapter/10.1007/978-3-032-27927-9_23,Conference paper
A systematic review of natural language interfaces for databases,Frontiers of Computer Science,,,,10.1007/s11704-025-50592-w,Mengyi LiuXieyang WangJianqiu XuWeijia YiOuri Wolfson,2026,https://link.springer.com/article/10.1007/s11704-025-50592-w,Article
Data Security and Governance,Data Engineering with Generative and Agentic AI on AWS,,,,10.1007/979-8-8688-2199-8_2,Justin J. Leto,2026,https://link.springer.com/chapter/10.1007/979-8-8688-2199-8_2,Chapter
"Generative AI for cyber threat intelligence: applications, challenges, and analysis of real-world case studies",Artificial Intelligence Review,,,,10.1007/s10462-025-11338-z,Prasasthy BalasubramanianSonali LiyanaHamsini SankaranShambavi SivaramakrishnanSruthi PusuluriSusanna PirttikangasElla Peltonen,2025,https://link.springer.com/article/10.1007/s10462-025-11338-z,Article
Adversarial threat modeling in generative AI: a systematic mapping of attack vectors to defense mechanisms,AI and Ethics,,,,10.1007/s43681-026-01154-8,Aminu Muhammad Auwal,2026,https://link.springer.com/article/10.1007/s43681-026-01154-8,Article
Beyond privacy: the potentialities of differential privacy in generative AI,Discover Artificial Intelligence,,,,10.1007/s44163-026-01523-6,Jonas KuntzerJohannes KaiserTamara T. MuellerAnneliese RiessKristian SchwethelmGeorgios KaissisDaniel Rueckert,2026,https://link.springer.com/article/10.1007/s44163-026-01523-6,Article
Evaluation and Deployment,Enterprise Guide for Implementing Generative AI and Agentic AI,,,,10.1007/979-8-8688-1603-1_6,Shakuntala Gupta EdwardRahul BhattacharyaVikas Sinha,2025,https://link.springer.com/chapter/10.1007/979-8-8688-1603-1_6,Chapter
Too human to model: the uncanny valley of large language models in simulating human systems,npj Complexity,,,,10.1038/s44260-026-00075-1,Yongchao ZengCalum BrownMark Rounsevell,2026,https://www.nature.com/articles/s44260-026-00075-1,Article
Towards reasoning era: a survey of long chain-of-thought for reasoning large language models,Science China Information Sciences,,,,10.1007/s11432-025-4665-8,Qiguang ChenLibo QinJinhao LiuDengyun PengJiannan GuanPeng WangMengkang HuYuhang ZhouTe GaoWanxiang Che,2026,https://link.springer.com/article/10.1007/s11432-025-4665-8,Article
Adversarial prompt and fine-tuning attacks threaten medical large language models,Nature Communications,,,,10.1038/s41467-025-64062-1,Yifan YangQiao JinFurong HuangZhiyong Lu,2025,https://link.springer.com/article/10.1038/s41467-025-64062-1,Article
End-to-end security threats and defenses in retrieval-augmented LLM agents,Discover Artificial Intelligence,,,,10.1007/s44163-026-01726-x,Shraddha R. KhondeShrinivas N. DharwadkarPurushottam G. ChilveriChitra BholeManisha A. DudhediaMilind P. GajareGovind S. PoleR. N. YerrawarSwapna S. BhavsarRekha S. KadamS. H. Gawande,2026,https://link.springer.com/article/10.1007/s44163-026-01726-x,Article
Exploring Gen-AI applications in building research and industry: A review,Building Simulation,,,,10.1007/s12273-025-1279-x,Hanlong WanJian ZhangYan ChenWeili XuFan Feng,2025,https://link.springer.com/article/10.1007/s12273-025-1279-x,Article
LGA: lightweight design and privacy analysis of generative agents in social simulations,International Journal of Information Security,,,,10.1007/s10207-026-01244-y,Yongjian GuoXiaoxiao LuWanlun MaXi XiaoTianqing Zhu,2026,https://link.springer.com/article/10.1007/s10207-026-01244-y,Article
LLM-Assisted Multi-domain Translation with Composed In-Domain Experts,Machine Translation,,,,10.1007/978-981-92-0199-0_5,Xiangyu ShiAnshun ZhouYufeng ChenKaiyu HuangWenjuan HanJinan Xu,2026,https://link.springer.com/chapter/10.1007/978-981-92-0199-0_5,Conference paper
Prompt Engineering in Large Language Models,Data Intelligence and Cognitive Informatics,,,,10.1007/978-981-99-7962-2_30,Ggaliwango MarvinNakayiza HellenDaudi JjingoJoyce Nakatumba-Nabende,2024,https://link.springer.com/chapter/10.1007/978-981-99-7962-2_30,Conference paper
Homeopathic Poisoning of RAG Systems,"Computer Safety, Reliability, and Security. SAFECOMP 2024 Workshops",,,,10.1007/978-3-031-68738-9_28,Boussad AddadKatarzyna Kapusta,2024,https://link.springer.com/chapter/10.1007/978-3-031-68738-9_28,Conference paper
Practical Implementation of AI Governance and Guardrail Agents for Enterprise Applications,AI and Ethics Handbook,,,,10.1007/978-3-032-12201-8_12,Duc Nghia PhamDickson LukoseAmy Shi-Nash,2027,https://link.springer.com/rwe/10.1007/978-3-032-12201-8_12,Reference work entry
Securing GenAI and LLMs in Beyond 5G/6G UE and Networks,GenAI and LLMs for Beyond 5G Networks,,,,10.1007/978-3-032-06418-9_4,Ramesh Chandra VuppalaRajavelsamy Rajadurai,2026,https://link.springer.com/chapter/10.1007/978-3-032-06418-9_4,Chapter
From Retrieved Papers to Auditable Evidence: Protocol-Constrained RAG for Automated Systematic Literature Reviews,Advanced Intelligent Computing Technology and Applications,,,,10.1007/978-981-92-3444-8_19,Wanling ChenKexin SunJinghan WenYueqi ZhuJuan Fang,2027,https://link.springer.com/chapter/10.1007/978-981-92-3444-8_19,Conference paper
Privacy Risk Assessment of AI Models in the Healthcare Domain,Technology-Enabled Resilience: Innovations in Critical Infrastructure Protection,,,,10.1007/978-3-032-25917-2_7,Maya AndersonAbigail GoldsteenGuy AmitShlomit Shachor-IferganNatalia RazinkovNoam KorenAriel Farkash,2026,https://link.springer.com/chapter/10.1007/978-3-032-25917-2_7,Chapter
A NIST CSF-based cybersecurity profile for AI and machine learning systems in transportation networks,Journal of Transportation Security,,,,10.1007/s12198-026-00355-w,Sultan AlmuhammadiHanadi AlBaluchiMoatsum Alawida,2026,https://link.springer.com/article/10.1007/s12198-026-00355-w,Article
AI Safety and Ethics,Transforming Conversational AI,,,,10.1007/979-8-8688-0110-5_9,Michael McTearMarina Ashurkina,2024,https://link.springer.com/chapter/10.1007/979-8-8688-0110-5_9,Chapter
A survey on privacy risks and protection in large language models,Journal of King Saud University Computer and Information Sciences,,,,10.1007/s44443-025-00177-1,Kang ChenXiuze ZhouYuanguo LinShibo FengLi ShenPengcheng Wu,2025,https://link.springer.com/article/10.1007/s44443-025-00177-1,Article
Supply Chain Threats in&#xa0;the&#xa0;MCP Ecosystem: Attack Vectors and&#xa0;Mitigation Strategies,Advances in Information and Computer Security,,,,10.1007/978-981-95-4674-9_17,Yonghwa LeeWonseok ChoiDonghyun Nam,2026,https://link.springer.com/chapter/10.1007/978-981-95-4674-9_17,Conference paper
CyberGPL: A Conceptual Framework for&#xa0;Gamified and&#xa0;Personalised Cyber Security Education,Advances in Teaching and Learning for Cyber Security Education,,,,10.1007/978-3-032-15105-6_9,Hany F. Atlam,2026,https://link.springer.com/chapter/10.1007/978-3-032-15105-6_9,Conference paper
AgentClinic: a multimodal benchmark for tool-using clinical AI agents,npj Digital Medicine,,,,10.1038/s41746-026-02674-7,Samuel SchmidgallRojin ZiaeiCarl HarrisJi Woong KimEduardo Pontes ReisJeffrey JoplingMichael Moor,2026,https://link.springer.com/article/10.1038/s41746-026-02674-7,Article
"Emails, AI and Banking: Implementing LLMs to Enhance Email Operations at Deutsche Bank",Customer Intelligence,,,,10.1007/978-3-658-51109-8_5,Murat CavusPraneet JayaramZahid Amadxarif,2026,https://link.springer.com/chapter/10.1007/978-3-658-51109-8_5,Chapter
Postmortems for LLM Failures,Observability for Large Language Models,,,,10.1007/979-8-8688-2827-0_16,Ankush Sharma,2026,https://link.springer.com/chapter/10.1007/979-8-8688-2827-0_16,Chapter
How well can large language model agents simulate complex legal dispute resolution?,Artificial Intelligence and Law,,,,10.1007/s10506-026-09518-5,Yujin ZhouYidan HuangSirui HanYike Guo,2026,https://link.springer.com/article/10.1007/s10506-026-09518-5,Article
Agentic AI Threat Modeling,Securing AI Agents,,,,10.1007/978-3-032-02130-4_2,Ken HuangChris Hughes,2025,https://link.springer.com/chapter/10.1007/978-3-032-02130-4_2,Chapter
Architectures of Tomorrow: From Monoliths to Modular Minds,Generative AI-Driven Application Development with Java,,,,10.1007/979-8-8688-1609-3_20,Satej Kumar Sahu,2025,https://link.springer.com/chapter/10.1007/979-8-8688-1609-3_20,Chapter
Fundamentals of Generative AI,Building an Intelligent Enterprise with SAP Business AI,,,,10.1007/979-8-8688-1980-3_2,Avijit Dhar,2026,https://link.springer.com/chapter/10.1007/979-8-8688-1980-3_2,Chapter
"Large language models for software vulnerability detection: a guide for researchers on models, methods, techniques, datasets, and metrics",International Journal of Information Security,,,,10.1007/s10207-025-00992-7,Seyed Mohammad Taghavi FarFarid Feyzi,2025,https://link.springer.com/article/10.1007/s10207-025-00992-7,Article
"Governing AI for Municipal Services: State of the Art, Patterns, and Practical Evidence",Recent Trends and Challenges in Information Systems and Technologies,,,,10.1007/978-3-032-32023-0_49,Daniel SilvaSara PaivaJorge GarciaJorge Ribeiro,2027,https://link.springer.com/chapter/10.1007/978-3-032-32023-0_49,Conference paper
Building a High-Performance Team for Generative AI,Generative AI for Business Innovation,,,,10.1007/979-8-8688-2682-5_8,Brajesh De,2026,https://link.springer.com/chapter/10.1007/979-8-8688-2682-5_8,Chapter
Defensive Generative AI,Generative AI in Cybersecurity,,,,10.1007/978-3-032-05250-6_1,Leslie F. Sikos,2025,https://link.springer.com/chapter/10.1007/978-3-032-05250-6_1,Chapter
The Next Stage of&#xa0;Evolutionary Computation in&#xa0;the&#xa0;Era of&#xa0;Agentic Generative AI,Applications of Evolutionary Computation,,,,10.1007/978-3-032-23607-4_19,Michael PalkStefan VoßFred Glover,2026,https://link.springer.com/chapter/10.1007/978-3-032-23607-4_19,Conference paper
"Privacy-preserving in foundation models: a systematic review of techniques, threats, and trade-offs",Artificial Intelligence Review,,,,10.1007/s10462-026-11535-4,AbdAllah M. A. ElsheikhJon RokneReda Alhajj,2026,https://link.springer.com/article/10.1007/s10462-026-11535-4,Article
Generating the language of AI harms: mapping guardrails using critical code studies,AI & SOCIETY,,,,10.1007/s00146-026-02922-0,Sarah Ciston,2026,https://link.springer.com/article/10.1007/s00146-026-02922-0,Article
Confidence-driven HVAC component recognition integrating LLMs and computer vision,Building Simulation,,,,10.1007/s12273-026-1425-0,Zeyu ZhengJie LuFengtai HeBingyi WangZhen YuLiang JiYang Zhao,2026,https://link.springer.com/article/10.1007/s12273-026-1425-0,Article
A survey of foundation models for IoT: taxonomy and criteria-based analysis,CCF Transactions on Pervasive Computing and Interaction,,,,10.1007/s42486-025-00208-w,Hui WeiDong Yoon LeeShubham RohalZhizhang HuRyan RossiShiwei FangShijia Pan,2025,https://link.springer.com/article/10.1007/s42486-025-00208-w,Article
Agentic AI,AI and Ethics Handbook,,,,10.1007/978-3-032-12201-8_11,Rebekah Tweed,2027,https://link.springer.com/rwe/10.1007/978-3-032-12201-8_11,Reference work entry
Fine tuning large language models for hate speech detection in Hinglish and code mixed custom dataset through a socially responsible approach for safer digital platforms,Discover Sustainability,,,,10.1007/s43621-025-02190-w,Bhawani Singh RathoreSandeep Chaurasia,2025,https://link.springer.com/article/10.1007/s43621-025-02190-w,Article
LLM-based automatic short answer grading in undergraduate medical education,BMC Medical Education,,,,10.1186/s12909-024-06026-5,Christian Grévisse,2024,https://link.springer.com/article/10.1186/s12909-024-06026-5,Article
Reaching the&#xa0;Right Shore: Securing Smartphone LLM Agents via&#xa0;Execution Verification,"Knowledge Science, Engineering and Management",,,,10.1007/978-981-92-2859-1_2,Bojun ZhangLin LiMeikang Qiu,2027,https://link.springer.com/chapter/10.1007/978-981-92-2859-1_2,Conference paper
SmartGridAgent: An Educational Framework for Reliable Digital Twin-Based Smart Grid Workforce Training with Locally Hosted LLMs,Smart Grids and Sustainable Energy,,,,10.1007/s40866-025-00274-0,Ali ImanifardBabak MajidiAbdolah Shamisa,2025,https://link.springer.com/article/10.1007/s40866-025-00274-0,Article
AI for Cybersecurity in Model Context Protocols (MCPs) and AI Agents,Guide to AI for Cybersecurity,,,,10.1007/978-3-032-25874-8_19,Muthu Ramachandran,2026,https://link.springer.com/chapter/10.1007/978-3-032-25874-8_19,Chapter
"Privacy in&#xa0;Fine-Tuning Large Language Models: Attacks, Defenses, and&#xa0;Future Directions",Advances in Knowledge Discovery and Data Mining,,,,10.1007/978-981-96-8183-9_25,Hao DuShang LiuLele ZhengYang CaoAtsuyoshi NakamuraLei Chen,2025,https://link.springer.com/chapter/10.1007/978-981-96-8183-9_25,Conference paper
What Should LLMs Forget? Quantifying Personal Data in&#xa0;LLMs for&#xa0;Right-to-Be-Forgotten Requests,Machine Learning and Principles and Practice of Knowledge Discovery in Databases,,,,10.1007/978-3-032-19105-2_41,Dimitri Staufer,2026,https://link.springer.com/chapter/10.1007/978-3-032-19105-2_41,Conference paper
A Proposal of a Supply Chain Security Model for Generative AI,Information Security Applications,,,,10.1007/978-981-96-1624-4_25,Keun Young LeeJiyeon Yoo,2025,https://link.springer.com/chapter/10.1007/978-981-96-1624-4_25,Conference paper
Securing Multi-Modal Agentic AI Systems,Securing AI Agents,,,,10.1007/978-3-032-02130-4_9,Ken HuangChris Hughes,2025,https://link.springer.com/chapter/10.1007/978-3-032-02130-4_9,Chapter
Generative AI for multimodal content: a survey with empirical and experimental evaluations,Artificial Intelligence Review,,,,10.1007/s10462-026-11525-6,Kamal Taha,2026,https://link.springer.com/article/10.1007/s10462-026-11525-6,Article
Advancing adversarial and LLM robustness in trustworthy AI: a comprehensive survey,Artificial Intelligence Review,,,,10.1007/s10462-026-11558-x,Qingzhe TangJingwei QianXiaozhi DuShijiao WangHairui Liu,2026,https://link.springer.com/article/10.1007/s10462-026-11558-x,Article
"A survey on large language models unlearning: taxonomy, evaluations, and future directions",Artificial Intelligence Review,,,,10.1007/s10462-025-11376-7,Uyen N. Le-KhacVinh N. X. Truong,2025,https://link.springer.com/article/10.1007/s10462-025-11376-7,Article
"Artificial intelligence-driven embedded sensing, digital twin, and modular electrified vehicle systems for intelligent sustainable mobility",Discover Vehicles,,,,10.1007/s44465-026-00025-0,Hafsa WaheedGhulam E Mustafa Abro,2026,https://link.springer.com/article/10.1007/s44465-026-00025-0,Article
Agentic AI Red Teaming,Securing AI Agents,,,,10.1007/978-3-032-02130-4_8,Ken HuangChris Hughes,2025,https://link.springer.com/chapter/10.1007/978-3-032-02130-4_8,Chapter
The trade-off between robustness and reliability in chinese legal large language models: an empirical study,Artificial Intelligence and Law,,,,10.1007/s10506-026-09510-z,Yang LiuXukai LiuHaozhen HuangFanfei YuTao XiongXiaoyiqi XiaBohao YouJinqi Wu,2026,https://link.springer.com/article/10.1007/s10506-026-09510-z,Article
"The Influence of Patient Persona and Affective Framing on Management Recommendations of ChatGPT, Gemini and Claude for Unruptured Intracranial Aneurysms: A Comparative Benchmarking Study",Neurosurgical Review,,,,10.1007/s10143-026-04419-2,Anish NarayanFrederick MariajosephMalik FarooqAdrian PraegerJustin Moore,2026,https://link.springer.com/article/10.1007/s10143-026-04419-2,Article
Artificial Intelligence and Digital Forensics: How They Support Each Other,Artificial Intelligence Driven Forensics,,,,10.1007/978-3-031-98036-7_10,Bhavani ThuraisinghamKhandakar Ashrafi Akbar,2026,https://link.springer.com/chapter/10.1007/978-3-031-98036-7_10,Chapter
Empirical performance characterization of local LLM pipeline on resource-constrained edge platform,Proceedings of the Indian National Science Academy,,,,10.1007/s43538-026-00760-8,Partha Pratim Ray,2026,https://link.springer.com/article/10.1007/s43538-026-00760-8,Article
Systematization of Knowledge: Security and Safety in the Model Context Protocol Ecosystem,Intelligent Systems and Applications,,,,10.1007/978-3-032-32726-0_29,Shiva GaireSrijan GyawaliSaroj MishraSuman NiroulaDilip ThakurUmesh Yadav,2027,https://link.springer.com/chapter/10.1007/978-3-032-32726-0_29,Conference paper
Distilled documentation for dialect-specific SQL generation,The VLDB Journal,,,,10.1007/s00778-026-00993-5,Till DöhmenAdithya KrishnanHamilton UlmerPeter BonczSebastian Schelter,2026,https://link.springer.com/article/10.1007/s00778-026-00993-5,Article
Securing AI,AI Strategy and Security,,,,10.1007/979-8-8688-1733-5_4,Donnie W. Wendt,2025,https://link.springer.com/chapter/10.1007/979-8-8688-1733-5_4,Chapter
The Future of MLOps,MLOps with Ray,,,,10.1007/979-8-8688-0376-5_9,Hien LuuMax PumperlaZhe Zhang,2024,https://link.springer.com/chapter/10.1007/979-8-8688-0376-5_9,Chapter
RAG-Enhanced Spam Detection Framework: A Synergy of Cloud Scalability and Adaptive AI Models,SN Computer Science,,,,10.1007/s42979-025-04043-9,Ashish RevarBhavin BhesaniyaKalpesh Wandra,2025,https://link.springer.com/article/10.1007/s42979-025-04043-9,Article
TextPrep: Automating the Process of Text Data Pre-processing by Leveraging Self-supervised Learning,Emerging Trends in Artificial Intelligence and Machine Learning,,,,10.1007/978-981-96-9971-1_2,Archit AnandKumar SampurnTanya BajajA. LakshanyaR. Bharathi,2026,https://link.springer.com/chapter/10.1007/978-981-96-9971-1_2,Conference paper
Private Information Leakage in LLMs,Large Language Models in Cybersecurity,,,,10.1007/978-3-031-54827-7_7,Beat Buesser,2024,https://link.springer.com/chapter/10.1007/978-3-031-54827-7_7,Chapter
Large multimodal models evaluation: a survey,Science China Information Sciences,,,,10.1007/s11432-025-4676-4,Zicheng ZhangJunying WangFarong WenYijin GuoXiangyu ZhaoXinyu FangShengyuan DingZiheng JiaJiahao XiaoYe ShenYushuo ZhengXiaorong ZhuYalun WuZiheng JiaoWei SunZijian ChenKaiwei ZhangKang FuYuqin CaoMing HuYue ZhouXuemei ZhouJuntai CaoWei ZhouJinyu CaoRonghui LiDonghao ZhouYuan TianXiangyang ZhuChunyi LiHaoning WuXiaohong LiuJunjun HeYu ZhouHui LiuLin ZhangZesheng WangHuiyu DuanYingjie ZhouXiongkuo MinQi JiaDongzhan ZhouWenlong ZhangJiezhang CaoXue YangJunzhi YuSongyang ZhangHaodong DuanGuangtao Zhai,2025,https://link.springer.com/article/10.1007/s11432-025-4676-4,Article
LLMs in Production,Large Language Models: A Deep Dive,,,,10.1007/978-3-031-65647-7_8,Uday KamathKevin KeenanGarrett SomersSarah Sorenson,2024,https://link.springer.com/chapter/10.1007/978-3-031-65647-7_8,Chapter
Implementing Generative AI in Practice,Building Human-Centered Generative AI,,,,10.1007/978-3-032-21412-6_5,Tanmoy HazraKushal AnjariaRahul DixitNitesh Funde,2026,https://link.springer.com/chapter/10.1007/978-3-032-21412-6_5,Chapter
"Prompt Injection Mitigation with&#xa0;Agentic AI, Nested Learning, and&#xa0;AI Sustainability via&#xa0;Semantic Caching",Artificial Intelligence Applications and Innovations,,,,10.1007/978-3-032-30805-4_21,Diego GosmarDeborah A. Dahl,2027,https://link.springer.com/chapter/10.1007/978-3-032-30805-4_21,Conference paper
Detecting Malicious JavaScript Code by&#xa0;Code-Specialized LLM,Information Security Applications,,,,10.1007/978-981-95-6857-4_16,Keiichi KinoshitaMamoru Mimura,2026,https://link.springer.com/chapter/10.1007/978-981-95-6857-4_16,Conference paper
Risks of AI scientists: prioritizing safeguarding over autonomy,Nature Communications,,,,10.1038/s41467-025-63913-1,Xiangru TangQiao JinKunlun ZhuTongxin YuanYichi ZhangWangchunshu ZhouMeng QuYilun ZhaoJian TangZhuosheng ZhangArman CohanDov GreenbaumZhiyong LuMark Gerstein,2025,https://link.springer.com/article/10.1038/s41467-025-63913-1,Article
Legal Prompt Engineering and How It Will Change the Way Lawyers Work,Liquid Legal – Sustaining the Rule of Law,,,,10.1007/978-3-031-78596-2_13,Philipp Müller-PeltzerValentin TanczikAlexander Holz,2025,https://link.springer.com/chapter/10.1007/978-3-031-78596-2_13,Chapter
Agentforce Architecture,A Complete Guide to Agentforce,,,,10.1007/979-8-8688-2471-5_3,Timo Kovala,2026,https://link.springer.com/chapter/10.1007/979-8-8688-2471-5_3,Chapter
Toward trustworthy chatbots: a protocol for red teaming for health related conversations,Scientific Reports,,,,10.1038/s41598-026-45719-3,Syed-Amad HussainDaniel I. JacksonAshley LewisEric Fosler-LussierEmre Sezgin,2026,https://link.springer.com/article/10.1038/s41598-026-45719-3,Article
A New Study of the Progress of Large Models,Proceedings of the 14th International Conference on Computer Engineering and Networks,,,,10.1007/978-981-96-4229-8_20,Keman ChenYuhe ShiHouqun YangJianqiang Huang,2025,https://link.springer.com/chapter/10.1007/978-981-96-4229-8_20,Conference paper
Entering the agentic era of AI in drug discovery,Nature Chemical Biology,,,,10.1038/s41589-026-02295-x,R. S. K. VijayanJason B. CrossVasanthanathan Poongavanam,2026,https://link.springer.com/article/10.1038/s41589-026-02295-x,Article
"Securing LLM-in-the-loop software for empirical study of risks, mitigations, and utility trade-offs in a safety-critical case",Empirical Software Engineering,,,,10.1007/s10664-026-10820-8,Wenting WangJing LiuBruce GuChangwei WangY. Neil QuDongqin Feng,2026,https://link.springer.com/article/10.1007/s10664-026-10820-8,Article
LLMs as&#xa0;a&#xa0;Compiler for&#xa0;an&#xa0;Arabic Programming Language,"Generative AI and Large Language Models: Opportunities, Challenges, and Applications",,,,10.1007/978-3-031-90573-5_8,Serry SibaeeOmer NacarLahouari GhoutiAnis Koubaa,2025,https://link.springer.com/chapter/10.1007/978-3-031-90573-5_8,Chapter
"Agentic AI: a comprehensive survey of architectures, applications, and future directions",Artificial Intelligence Review,,,,10.1007/s10462-025-11422-4,Mohamad Abou AliFadi DornaikaJinan Charafeddine,2025,https://link.springer.com/article/10.1007/s10462-025-11422-4,Article
Bridging Knowledge Gaps: Leveraging Legacy Systems to Enhance Generative AI Responses,Intelligent Systems and Applications,,,,10.1007/978-3-031-99965-9_6,Chu-Ming DuChiu-Jung TsengChun-Chuan Lu,2025,https://link.springer.com/chapter/10.1007/978-3-031-99965-9_6,Conference paper
The impact of large language models on radiology: a guide for radiologists on the latest innovations in AI,Japanese Journal of Radiology,,,,10.1007/s11604-024-01552-0,Takeshi NakauraRintaro ItoDaiju UedaTaiki NozakiYasutaka FushimiYusuke MatsuiMasahiro YanagawaAkira YamadaTakahiro TsuboyamaNoriyuki FujimaFuminari TatsugamiKenji HirataShohei FujitaKoji KamagataTomoyuki FujiokaMariko KawamuraShinji Naganawa,2024,https://link.springer.com/article/10.1007/s11604-024-01552-0,Article
Building the ethical AI framework of the future: from philosophy to practice,AI and Ethics,,,,10.1007/s43681-026-01003-8,Jasper Kyle Catapang,2026,https://link.springer.com/article/10.1007/s43681-026-01003-8,Article
Scaling Generative AI: From Pilot to Enterprise Value,Generative AI for Business Innovation,,,,10.1007/979-8-8688-2682-5_9,Brajesh De,2026,https://link.springer.com/chapter/10.1007/979-8-8688-2682-5_9,Chapter
"Introduction to Agentic AI: Foundations, Drivers, and Risks",Securing AI Agents,,,,10.1007/978-3-032-02130-4_1,Ken HuangChris Hughes,2025,https://link.springer.com/chapter/10.1007/978-3-032-02130-4_1,Chapter
